ref200	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;hominis;
ref201	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas;citrea;
ref202	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;aquiterrae;
ref203	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylobacterium;
ref204	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;
ref205	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Moritellaceae;Moritella;
ref206	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Tindalliaceae;Anoxynatronum;sibiricum;
ref207	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;halophilum;
ref208	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;
ref209	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;
ref210	Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;Parachlamydiaceae;Neochlamydia;
ref211	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Nocardia;brasiliensis;
ref212	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;intermedia;
ref213	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;
ref214	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Candidatus Midichloria;
ref215	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;terregens;
ref216	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;arabinogalactanolyticum;
ref217	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Allorhizobium;
ref218	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;
ref219	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Gemmobacter;lanyuensis;
ref220	Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;punense;
ref221	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Moryella;indoligenes;
ref222	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
ref223	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;lichenia;
ref224	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidocella;
ref225	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;massiliae;
ref226	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;subtilis;
ref227	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;keratanolyticum;
ref228	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;petrasii;
ref229	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Sulfitobacter;
ref230	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;
ref231	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;thalassium;
ref232	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter;gergoviae;
ref233	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;saperdae;
ref234	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;guillouiae;
ref235	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer;adhaerens;
ref236	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;ketosireducens;
ref237	Bacteria;Aquificota;Aquificia;Hydrogenothermales;Hydrogenothermaceae;Sulfurihydrogenibium;azorense;
ref238	Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Wohlfahrtiimonadaceae;Ignatzschineria;ureiclastica;
ref239	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;rubidaea;
ref240	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;equorum;
ref241	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;
ref242	Bacteria;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Captivus;acidiprotistae;
ref243	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
ref244	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer;meliloti;
ref245	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;terrae;
ref246	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;safensis;
ref247	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;luteolum;
ref248	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;sakazakii;
ref249	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Specibacter;
